카라멜,https://twitter.com/ACNH_collector/status/1250322360319655937
존,https://twitter.com/ACNH_collector/status/1250429125371691008
럭키,https://twitter.com/ACNH_collector/status/1250333745023868930
로빈,https://twitter.com/ACNH_collector/status/1251832165144223745
토미,https://twitter.com/ACNH_collector/status/1253225432855359489
블랜더,https://twitter.com/ACNH_collector/status/1251137317609197572
벤,https://twitter.com/ACNH_collector/status/1250607569787162627
바닐라,https://twitter.com/ACNH_collector/status/1251137708149227521
베리,https://twitter.com/ACNH_collector/status/1253511584552345603
마롱,https://twitter.com/ACNH_collector/status/1251861578653110272
베이글,https://twitter.com/ACNH_collector/status/1250602558302720000
챔프,https://twitter.com/ACNH_collector/status/1250331938260279298
에드워드,https://twitter.com/ACNH_collector/status/1252622222163763205
땡칠이,https://twitter.com/ACNH_collector/status/1251187860130037760
한나,https://twitter.com/ACNH_collector/status/1250429316531236864
밥,https://twitter.com/ACNH_collector/status/1250427178459648006
레이니,https://twitter.com/ACNH_collector/status/1253284658219008002
철컥,https://twitter.com/ACNH_collector/status/1251066280381046784
구리구리,
충성,https://twitter.com/ACNH_collector/status/1251868485157711872
덕,
샘,
가위,
드리미,https://twitter.com/ACNH_collector/status/1250925156404326401
텀보,https://twitter.com/ACNH_collector/status/1251381236930502656
왕서방,https://twitter.com/ACNH_collector/status/1251732553985187840
스트로,https://twitter.com/ACNH_collector/status/1254422066809298945
카일,https://twitter.com/ACNH_collector/status/1255848590561251328
에스메랄다,
개군,https://twitter.com/ACNH_collector/status/1250389271195910145
린다,https://twitter.com/ACNH_collector/status/1250924991937261568
투투,https://twitter.com/ACNH_collector/status/1250794367796707329
아이다,https://twitter.com/ACNH_collector/status/1250586057197752320
헨리,https://twitter.com/ACNH_collector/status/1250387292138528769
사지마,https://twitter.com/ACNH_collector/status/1256901081944055808
퍼머거,
패트라,https://twitter.com/ACNH_collector/status/1253776800578039808
아롱이,https://twitter.com/ACNH_collector/status/1254335708019318784
스누티,https://twitter.com/ACNH_collector/status/1253777096888836096
설백,https://twitter.com/ACNH_collector/status/1250321346258587648
안토니오,https://twitter.com/ACNH_collector/status/1250441902979084288
앨런,https://twitter.com/ACNH_collector/status/1252262285956923394
덤벨,
만복이,
머슬,
보이드,
줌마,https://twitter.com/ACNH_collector/status/1253225792009416709
우락,
4호,https://twitter.com/ACNH_collector/status/1250700391034941440
스나일,https://twitter.com/ACNH_collector/status/1250425577447673858
히죽,https://twitter.com/ACNH_collector/status/1250385624680431617
마르,https://twitter.com/ACNH_collector/status/1250394610221731840
부케,https://twitter.com/ACNH_collector/status/1251387965353283584
올리비아,https://twitter.com/ACNH_collector/status/1250349596930236416
캐비어,https://twitter.com/ACNH_collector/status/1250326356346277892
백프로,https://twitter.com/ACNH_collector/status/1250733369509294082
빙티,https://twitter.com/ACNH_collector/status/1250606227777712128
타마,https://twitter.com/ACNH_collector/status/1250441577626910720
진상,https://twitter.com/ACNH_collector/status/1250761215422328834
가북희,https://twitter.com/ACNH_collector/status/1250362595208343553
1호,https://twitter.com/ACNH_collector/status/1250391601907552256
제인,https://twitter.com/ACNH_collector/status/1251062114799644673
호냥이,https://twitter.com/ACNH_collector/status/1250587877378949123
땀띠,https://twitter.com/ACNH_collector/status/1257950431075958784
쇼콜라,https://twitter.com/ACNH_collector/status/1250756530162421760
밴덤,https://twitter.com/ACNH_collector/status/1250667319543529473
유네찌,https://twitter.com/ACNH_collector/status/1257666362261946368
예링,https://twitter.com/ACNH_collector/status/1250426077039583236
사이다,https://twitter.com/ACNH_collector/status/1250327302476410881
클레오,https://twitter.com/ACNH_collector/status/1250353661093412865
찰스,https://twitter.com/ACNH_collector/status/1250605412572774400
쵸이,https://twitter.com/ACNH_collector/status/1251080259811725313
잭슨,https://twitter.com/ACNH_collector/status/1250354076321112065
병태,https://twitter.com/ACNH_collector/status/1251732836333129728
링링,https://twitter.com/ACNH_collector/status/1252968939195215883
뚝심,https://twitter.com/ACNH_collector/status/1252502190930882560
츄양,
박하스,https://twitter.com/ACNH_collector/status/1254335807004917765
거무틱,https://twitter.com/ACNH_collector/status/1250356531947659265
연유,https://twitter.com/ACNH_collector/status/1251178157471748097
네이아,https://twitter.com/ACNH_collector/status/1250924794779824133
무뚝,https://twitter.com/ACNH_collector/status/1250386949128335361
레이첼,https://twitter.com/ACNH_collector/status/1251066491786543110
대공,https://twitter.com/ACNH_collector/status/1259178050505195521
챠미,https://twitter.com/ACNH_collector/status/1251179346754035717
베어드,https://twitter.com/ACNH_collector/status/1251381558511988736
곰도로스,https://twitter.com/ACNH_collector/status/1250428146848915457
캔디,https://twitter.com/ACNH_collector/status/1252117863990571008
글루민,https://twitter.com/ACNH_collector/status/1250355160687054849
